cID,name,inchi,mp,bp,sID,filename,state,state_original,resolution,spectrometer,original_spectrum,collection,origin,owner,source_reference,nist_source,date
C612577,"Quinoline, 6-chloro-",InChI=1S/C9H6ClN/c10-8-3-4-9-7(6-8)2-1-5-11-9/h1-6H,38-41.5 C,,0,C612577_IR_0.jdx,solution,"SOLUTION (CCl4 FOR 2-10.4, CS2 FOR 9.7-16 MICRON) VS SOLVENT",2,BAIRD (GRATING),cob5936,COBLENTZ III,WYANDOTTE CHEMICALS CORP.,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 5936,COBLENTZ,"Not specified, most likely prior to 1970"
C612624,"Quinoline, 2-chloro-",InChI=1S/C9H6ClN/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,,,0,C612624_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C612624,"Quinoline, 2-chloro-",InChI=1S/C9H6ClN/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,34-35 C,,1,C612624_IR_1.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob3879,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3879,COBLENTZ,"Not specified, most likely prior to 1970"
C612715,"1,1':3',1''-Terphenyl, 5'-phenyl-",InChI=1S/C24H18/c1-4-10-19(11-5-1)22-16-23(20-12-6-2-7-13-20)18-24(17-22)21-14-8-3-9-15-21/h1-18H,,,0,C612715_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C612715,"1,1':3',1''-Terphenyl, 5'-phenyl-",InChI=1S/C24H18/c1-4-10-19(11-5-1)22-16-23(20-12-6-2-7-13-20)18-24(17-22)21-14-8-3-9-15-21/h1-18H,,,1,C612715_IR_1.jdx,,,,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob410,COBLENTZ,,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 410,COBLENTZ,"Not specified, most likely prior to 1970"
C6127204,"Indole-3-acetic acid, 4-chloro-2-methyl-","InChI=1S/C11H10ClNO2/c1-6-7(5-10(14)15)11-8(12)3-2-4-9(11)13-6/h2-4,13H,5H2,1H3,(H,14,15)",,,0,C6127204_IR_0.jdx,solid,SOLID (0.7 mg / 650 mg KBr DISC),2,PERKIN-ELMER 21 (GRATING),cob8341,COBLENTZ III,SOUTHERN RESEARCH INSTITUTE,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 8341,COBLENTZ,1959/07/29
C6127215,"Indole-3-acetic acid, 6-chloro-2-methyl-","InChI=1S/C11H10ClNO2/c1-6-9(5-11(14)15)8-3-2-7(12)4-10(8)13-6/h2-4,13H,5H2,1H3,(H,14,15)",,,0,C6127215_IR_0.jdx,solid,SOLID (0.7 mg / 650 mg KBr DISC),2,PERKIN-ELMER 21 (GRATING),cob8354,COBLENTZ III,SOUTHERN RESEARCH INSTITUTE,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 8354,COBLENTZ,1959/07/29
C612759,"3,3'-Dimethylbiphenyl","InChI=1S/C14H14/c1-11-5-3-7-13(9-11)14-8-4-6-12(2)10-14/h3-10H,1-2H3",,,0,C612759_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C612759,"3,3'-Dimethylbiphenyl","InChI=1S/C14H14/c1-11-5-3-7-13(9-11)14-8-4-6-12(2)10-14/h3-10H,1-2H3",,,1,C612759_IR_1.jdx,,,,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob7045,COBLENTZ,,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 7045,COBLENTZ,"Not specified, most likely prior to 1970"
C612782,"2,2'-Binaphthalene",InChI=1S/C20H14/c1-3-7-17-13-19(11-9-15(17)5-1)20-12-10-16-6-2-4-8-18(16)14-20/h1-14H,,,0,C612782_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C612840,"3,3-Dimethyl 4,4-dihydroxy biphenyl","InChI=1S/C14H14O2/c1-9-7-11(3-5-13(9)15)12-4-6-14(16)10(2)8-12/h3-8,15-16H,1-2H3",,,0,C612840_IR_0.jdx,solid,SOLID (0.5% KBr PELLET),4,"Not specified, most likely a grating spectrometer.",cob848,COBLENTZ,STANDARD OIL OF OHIO,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 848,COBLENTZ,1960
C61289,1-Ethyloxindole,"InChI=1S/C10H11NO/c1-2-11-9-6-4-3-5-8(9)7-10(11)12/h3-6H,2,7H2,1H3",94-96 C,,0,C61289_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob3778,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3778,COBLENTZ,"Not specified, most likely prior to 1970"
C61292908,Ethyl-β-(4-hydroxy-3-methoxy-phenyl)-propionate,"InChI=1S/C12H16O4/c1-3-16-12(14)7-5-9-4-6-10(13)11(8-9)15-2/h4,6,8,13H,3,5,7H2,1-2H3",,,0,C61292908_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C612942,"Naphthalene, 2-phenyl-",InChI=1S/C16H12/c1-2-6-13(7-3-1)16-11-10-14-8-4-5-9-15(14)12-16/h1-12H,,,0,C612942_IR_0.jdx,solid,SOLID (1.0% IN KBr PELLET),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2591,COBLENTZ,ANDERSON PHYSICAL LABORATORY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2591,COBLENTZ,"Not specified, most likely prior to 1970"
C61295758,"Carbamic acid, n-methyl, n-nitroso-, 4[2-(n'-methyl-n'-nitroso-ureido)ethyl]phenyl ester","InChI=1S/C12H15N5O5/c1-16(14-20)11(18)13-8-7-9-3-5-10(6-4-9)22-12(19)17(2)15-21/h3-6H,7-8H2,1-2H3,(H,13,18)",,,0,C61295758_IR_0.jdx,solid,SOLID (1 mg / 650 mg KBr DISC),4,PERKIN-ELMER 221 (GRATING),cob10439,COBLENTZ III,SOUTHERN RESEARCH INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10439,COBLENTZ,1962/02/15
C612964,"Quinoline, 2-phenyl-",InChI=1S/C15H11N/c1-2-6-12(7-3-1)15-11-10-13-8-4-5-9-14(13)16-15/h1-11H,,,0,C612964_IR_0.jdx,solid,SOLID (1.0% IN KBr PELLET),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2751,COBLENTZ,ANDERSON PHYSICAL LABORATORY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2751,COBLENTZ,"Not specified, most likely prior to 1970"
C612986,"Benzenemethanamine, N-nitroso-N-phenyl-","InChI=1S/C13H12N2O/c16-14-15(13-9-5-2-6-10-13)11-12-7-3-1-4-8-12/h1-10H,11H2",57-59 C,,0,C612986_IR_0.jdx,solid,SOLID (OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob593,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 593,COBLENTZ,"Not specified, most likely prior to 1970"
C613036,"1,2,4-Benzenetriol, triacetate","InChI=1S/C12H12O6/c1-7(13)16-10-4-5-11(17-8(2)14)12(6-10)18-9(3)15/h4-6H,1-3H3",95-99 C,,0,C613036_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2707,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2707,COBLENTZ,"Not specified, most likely prior to 1970"
C6130967,"Butane, 1,1-dichloro-3,3-dimethyl-","InChI=1S/C6H12Cl2/c1-6(2,3)4-5(7)8/h5H,4H2,1-3H3",,,0,C6130967_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613127,"Anthracene, 2-methyl-","InChI=1S/C15H12/c1-11-6-7-14-9-12-4-2-3-5-13(12)10-15(14)8-11/h2-10H,1H3",,,0,C613127_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613127,"Anthracene, 2-methyl-","InChI=1S/C15H12/c1-11-6-7-14-9-12-4-2-3-5-13(12)10-15(14)8-11/h2-10H,1H3",,,1,C613127_IR_1.jdx,solid,SOLID (1.0% IN KBr PELLET),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2608,COBLENTZ,ANDERSON PHYSICAL LABORATORY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2608,COBLENTZ,"Not specified, most likely prior to 1970"
C613138,2-Anthracenamine,"InChI=1S/C14H11N/c15-14-6-5-12-7-10-3-1-2-4-11(10)8-13(12)9-14/h1-9H,15H2",,,0,C613138_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C61315637,α-Isothiocyanato-γ-butyrolactone,"InChI=1S/C5H5NO2S/c7-5-4(6-3-9)1-2-8-5/h4H,1-2H2",,,0,C61315637_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613296,"Benzenamine, N,N-dibutyl-","InChI=1S/C14H23N/c1-3-5-12-15(13-6-4-2)14-10-8-7-9-11-14/h7-11H,3-6,12-13H2,1-2H3",,,0,C613296_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613309,2-Methyl-6-nitroquinoline,"InChI=1S/C10H8N2O2/c1-7-2-3-8-6-9(12(13)14)4-5-10(8)11-7/h2-6H,1H3",,,0,C613309_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613310,"Anthracene, 9,10-dihydro-","InChI=1S/C14H12/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-8H,9-10H2",,,0,C613310_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613310,"Anthracene, 9,10-dihydro-","InChI=1S/C14H12/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-8H,9-10H2",,,1,C613310_IR_1.jdx,solution,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1)",2,BECKMAN IR-9 (GRATING),cob7021,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 7021,COBLENTZ,1966/03/14
C613332,"4,4'-Dimethylbiphenyl","InChI=1S/C14H14/c1-11-3-7-13(8-4-11)14-9-5-12(2)6-10-14/h3-10H,1-2H3",,,0,C613332_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613332,"4,4'-Dimethylbiphenyl","InChI=1S/C14H14/c1-11-3-7-13(8-4-11)14-9-5-12(2)6-10-14/h3-10H,1-2H3",,,1,C613332_IR_1.jdx,solution,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1)",2,BECKMAN IR-9 (GRATING),cob7024,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 7024,COBLENTZ,1967/09/26
C613376,"1,1'-Biphenyl, 4-methoxy-","InChI=1S/C13H12O/c1-14-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-10H,1H3",,,0,C613376_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613376,"1,1'-Biphenyl, 4-methoxy-","InChI=1S/C13H12O/c1-14-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-10H,1H3",84-86 C,,1,C613376_IR_1.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2783,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2783,COBLENTZ,"Not specified, most likely prior to 1970"
C613398,"Piperazine, n,n'-diphenyl-","InChI=1S/C16H18N2/c1-3-7-15(8-4-1)17-11-13-18(14-12-17)16-9-5-2-6-10-16/h1-10H,11-14H2",,,0,C613398_IR_0.jdx,solution,SOLUTION (1% CS2 FOR 2.6-22),2,DOW KBr FOREPRISM-GRATING,cob5648,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 05648,COBLENTZ,1960/08/04
C613401,P-phenylphenetole,"InChI=1S/C14H14O/c1-2-15-14-10-8-13(9-11-14)12-6-4-3-5-7-12/h3-11H,2H2,1H3",71-72 C,,0,C613401_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2785,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2785,COBLENTZ,"Not specified, most likely prior to 1970"
C613423,4-Benzylbiphenyl,"InChI=1S/C19H16/c1-3-7-16(8-4-1)15-17-11-13-19(14-12-17)18-9-5-2-6-10-18/h1-14H,15H2",,,0,C613423_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613456,"Benzaldehyde, 2,4-dimethoxy-","InChI=1S/C9H10O3/c1-11-8-4-3-7(6-10)9(5-8)12-2/h3-6H,1-2H3",,,0,C613456_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613489,"Benzenamine, N,N-diethyl-4-methyl-","InChI=1S/C11H17N/c1-4-12(5-2)11-8-6-10(3)7-9-11/h6-9H,4-5H2,1-3H3",,,0,C613489_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613536,"Quinoline, 2-(tribromomethyl)-","InChI=1S/C10H6Br3N/c11-10(12,13)9-6-5-7-3-1-2-4-8(7)14-9/h1-6H",,,0,C613536_IR_0.jdx,solid,SOLID (1.5% IN KBr PELLET),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2624,COBLENTZ,ANDERSON PHYSICAL LABORATORY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2624,COBLENTZ,"Not specified, most likely prior to 1970"
C6135360,"Urea, 1-butyl-3-methyl-","InChI=1S/C6H14N2O/c1-3-4-5-8-6(9)7-2/h3-5H2,1-2H3,(H2,7,8,9)",,,0,C6135360_IR_0.jdx,solid,SOLID (1 mg / 650 mg KBr DISC),2,PERKIN-ELMER 221 (GRATING),cob7815,COBLENTZ III,SOUTHERN RESEARCH INSTITUTE,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 7815,COBLENTZ,1962/04/12
C6135462,"Piperazine, 2,3,5,6-tetramethyl-,","InChI=1S/C8H18N2/c1-5-6(2)10-8(4)7(3)9-5/h5-10H,1-4H3",,180 C,0,C6135462_IR_0.jdx,liquid,LIQUID (NEAT),2,BAIRD (GRATING),cob5984,COBLENTZ III,WYANDOTTE CHEMICALS CORP.,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 5984,COBLENTZ,1958/10/31
C613650,"N,n-dimethyl-p-2-naphthylazoaniline","InChI=1S/C18H17N3/c1-21(2)18-11-9-16(10-12-18)19-20-17-8-7-14-5-3-4-6-15(14)13-17/h3-13H,1-2H3",176-179 C,,0,C613650_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob3765,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3765,COBLENTZ,"Not specified, most likely prior to 1970"
C61365933,"Ethane, 1-bromo-2,2-dipropoxy-,","InChI=1S/C8H17BrO2/c1-3-5-10-8(7-9)11-6-4-2/h8H,3-7H2,1-2H3",,,0,C61365933_IR_0.jdx,liquid,LIQUID (NEAT),2,BAIRD (GRATING),cob5923,COBLENTZ III,WYANDOTTE CHEMICALS CORP.,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 5923,COBLENTZ,1962/01/12
C6136681,3-Acetylbenzonitrile,"InChI=1S/C9H7NO/c1-7(11)9-4-2-3-8(5-9)6-10/h2-5H,1H3",,,0,C6136681_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613694,"Benzaldehyde, 2-ethoxy-","InChI=1S/C9H10O2/c1-2-11-9-6-4-3-5-8(9)7-10/h3-7H,2H2,1H3",,,0,C613694_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C6137037,"2-Pentanone, 3-ethyl-","InChI=1S/C7H14O/c1-4-7(5-2)6(3)8/h7H,4-5H2,1-3H3",,,0,C6137037_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C6137060,"2-Heptanone, 4-methyl-","InChI=1S/C8H16O/c1-4-5-7(2)6-8(3)9/h7H,4-6H2,1-3H3",,,0,C6137060_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C6137117,"3-Heptanone, 4-methyl-","InChI=1S/C8H16O/c1-4-6-7(3)8(9)5-2/h7H,4-6H2,1-3H3",,,0,C6137117_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C6137264,4-Dodecanone,"InChI=1S/C12H24O/c1-3-5-6-7-8-9-11-12(13)10-4-2/h3-11H2,1-2H3",,,0,C6137264_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613730,"1,2-Benzenediacetonitrile","InChI=1S/C10H8N2/c11-7-5-9-3-1-2-4-10(9)6-8-12/h1-4H,5-6H2",,,0,C613730_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C61376872,"Pregn-4-ene-3,20-dione,11beta,17alpha,21-trihydroxy-,21 acetate","InChI=1S/C23H32O6/c1-13(24)29-12-19(27)23(28)9-7-17-16-5-4-14-10-15(25)6-8-21(14,2)20(16)18(26)11-22(17,23)3/h10,16-18,20,26,28H,4-9,11-12H2,1-3H3",,,0,C61376872_IR_0.jdx,solid,SOLID (KBr DISC),4,BECKMAN IR-7,cob5439,COBLENTZ III,"THE WORCESTER FOUNDATION FOR EXPERIMENTAL BIOLOGY, Neal L. McNiven",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 5439,COBLENTZ,1964/03/02
C613809,"2,2'-Dinaphthyl ether",InChI=1S/C20H14O/c1-3-7-17-13-19(11-9-15(17)5-1)21-20-12-10-16-6-2-4-8-18(16)14-20/h1-14H,,,0,C613809_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C61382998,"2,6-Dimethyl-1,7-octadien-3-ol, acetate","InChI=1S/C12H20O2/c1-6-10(4)7-8-12(9(2)3)14-11(5)13/h6,10,12H,1-2,7-8H2,3-5H3",,,0,C61382998_IR_0.jdx,,(NEAT),4,UNICAM SP-200,cob10340,COBLENTZ III,BUSH BOAKE ALLEN LTD. VIA SCIENTIFIC DOC. CENTRE LTD.,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10340,COBLENTZ,"Not specified, most likely prior to 1982"
C613876,S-(-)-1-Phenylpropanol,"InChI=1S/C9H12O/c1-2-9(10)8-6-4-3-5-7-8/h3-7,9-10H,2H2,1H3/t9-/m1/s1",,,0,C613876_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C6138858,"2-Butanone, 4-(2,2,6-trimethylcyclohexyl)-","InChI=1S/C13H24O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h10,12H,5-9H2,1-4H3",,,0,C6138858_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613912,"Ethanone, 1-phenyl-, oxime","InChI=1S/C8H9NO/c1-7(9-10)8-5-3-2-4-6-8/h2-6,10H,1H3",58-60 C,,0,C613912_IR_0.jdx,solution,"SOLUTION (CCl4 FOR 2-10.4, CS2 FOR 10.4-16 MICRON) VS SOLVENT",2,BAIRD (GRATING),cob5950,COBLENTZ III,WYANDOTTE CHEMICALS CORP.,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 5950,COBLENTZ,"Not specified, most likely prior to 1970"
C613934,"Benzamide, N-methyl-","InChI=1S/C8H9NO/c1-9-8(10)7-5-3-2-4-6-7/h2-6H,1H3,(H,9,10)",,,0,C613934_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C613934,"Benzamide, N-methyl-","InChI=1S/C8H9NO/c1-9-8(10)7-5-3-2-4-6-7/h2-6H,1H3,(H,9,10)",,,1,C613934_IR_1.jdx,solution,"SOLUTION (10% CCl4 FOR 3800-1335, 10% CS2 FOR 1335-420 CM^-^1)",2,DOW KBr FOREPRISM-GRATING,cob6270,COBLENTZ III,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 6270,COBLENTZ,1960/01/29
