filename,title,jcamp-dx,data type,class,origin,owner,date,names,molform,source reference,$nist id,$nist source,$nist image,spectrometer/data system,state,sampling procedure,resolution,data processing,xunits,yunits,xfactor,yfactor,deltax,firstx,lastx,firsty,maxx,minx,maxy,miny,npoints,xydata,end,x_min,x_max,y_min,y_max,path length,mp,bp,instrument parameters,xlabel,ylabel,cas name,cas registry no,$nist doc file,instrument resolution,ir source,aperture,beamsplitter,detector,scanner speed,phase correction,interferogram zerofill,spectral interval after zerofilling,spectral range,apodization,folding limits,number of interferograms averaged per single channel spectrum,$spectra version,$uncertainty in y,sample description,pressure,temperature,$nist psd file,external diffuse reflectance accessory,detector (dia. det. port in sphere),sphere diameter,acquisition mode,coadded scans,phase resolution,zerofilling,spectral resolution,wavenumber accuracy,apodization function,low pass filter,switch gain on
C5798754_IR_0.jdx,"Benzoic acid, 4-bromo-, ethyl ester",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 9 H 9 Br O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.000142657,4.0,450.0,3966.0,0.022112,3966,450,1.42657,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,1.42657,,,,,,,,5798-75-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57989341_IR_0.jdx,"2-Indolinone, 1-valeryl-,",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 13 H 15 N O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.000151004,4.0,450.0,3966.0,0.019933,3966,450,1.51004,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,1.5100399999999998,,,,,,,,57989-34-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C580029_IR_0.jdx,"Benzoic acid, 2-(acetyloxy)-, methyl ester",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 10 H 10 O 4,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.000128381,4.0,450.0,3966.0,0.0,3966,450,1.28381,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,1.2838100000000001,,,,,,,,580-02-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C58012661_IR_0.jdx,"Cyclohexanepropionic acid, 4-oxo-, ethyl ester",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 11 H 18 O 3,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,6.7264e-05,4.0,450.0,3966.0,0.008139,3966,450,0.67264,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,0.67264,,,,,,,,58012-66-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C580132_IR_0.jdx,2-Bromonaphthalene,4.24,INFRARED SPECTRUM,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 10 H 7 Br,,,MSDC-IR,,HP-GC/MS/IRD,gas,,,,1/CM,ABSORBANCE,1.0,8e-07,4.0,550.0,3846.0,0.000421,3846,550,0.008,0,825,(X++(Y..Y)),,550.0,3846.0,0.0,0.008,,,,,,,,580-13-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C580176_IR_0.jdx,3-Aminoquinoline,4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1963/11/07,3-quinolinylamine 3-quinolinamine,C9 H8 N2,COBLENTZ NO. 06498,,COBLENTZ,cob6498,BECKMAN IR-9 (GRATING),SOLID (SPLIT MULL),TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH I) FROM HARD COPY,1/CM,TRANSMITTANCE,1,1,1,400,3796,0.6788,3796,400,0.8696,0.0505,3397,(X++(Y..Y)),,400.0,3796.0,0.0505,0.8696,,,,"ORDER CHANGES: 670, 1200, 2000 CM^-^1",Wavenumbers (cm-1),% Transmission,,580-17-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C580358_IR_0.jdx,"2,4,6-Triphenylpyridine",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 23 H 17 N,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,0.674,4000.7,549.759,0.023738,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.023738,,,,,,,,580-35-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C580518_IR_0.jdx,"[1,1'-Biphenyl]-3-ol",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 12 H 10 O,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,4.0671e-05,4.0,450.0,3966.0,0.008622,3966,450,0.40671,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,0.40670999999999996,,,,,,,,580-51-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5805390_IR_0.jdx,2(o-Aminophenyl)-benzimidazole,4.24,INFRARED SPECTRUM,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 13 H 11 N 3,,,MSDC-IR,,HP-GC/MS/IRD,gas,,,,1/CM,ABSORBANCE,1.0,3.2e-06,4.0,550.0,3846.0,0.004163,3846,550,0.032,0,825,(X++(Y..Y)),,550.0,3846.0,0.0,0.032,,,,,,,,5805-39-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5807307_IR_0.jdx,"3,4-Dichlorophenyl acetic acid",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 8 H 6 Cl 2 O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92934,549.9,3999.5,64.1,3999.53,549.863,0.30428,0,1789,(X++(Y..Y)),,549.863,3999.5,0.0,0.30428,,,,,,,,5807-30-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5807647_IR_0.jdx,"(1,1'-Biphenyl)-2,2'-dicarboxylic acid, dimethyl ester",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 16 H 14 O 4,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,8.2193e-05,4.0,450.0,3966.0,0.011343,3966,450,0.82193,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,0.82193,,,,,,,,5807-64-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C58082_IR_0.jdx,Caffeine,4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 8 H 10 N 4 O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.000149628,4.0,450.0,3966.0,0.004489,3966,450,1.49628,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,1.49628,,,,,,,,58-08-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C58082_IR_1.jdx,Caffeine,4.24,INFRARED SPECTRUM,,Pacific Northwest National Laboratory Under IARPA Contract,Public domain,March 2017,,C 8 H 10 N 4 O 2,,,IARPA-IR-S,,Bruker Tensor 37 FTIR,solid,,0.96450084,,1/cm,Reflectance,1,7.6081969e-10,-0.96450084,7498.0295,600.88402,0.77137333,7498.03,600.886,0.81692392,0.023471229,7152,(X++(Y..Y)),,600.88402,7498.03,0.02347122885338387,0.8169239209148949,,,,,Wavenumber,Diffuse-only reflectance,,58-08-2,META.MIR.PUR.Caffeine.SLD.ALFA-AESAR.PNNL509703.pdf,,,6 mm,Ge on KBr,,40 kHz,Mertz,,,"7,500 to 600 cm-1 saved; 7500 to 600 cm-1 reported",,,,,,,,,PSD.MIR.PUR.Caffeine.SLD.ALFA-AESAR.PNNL509703.txt,A 562-G integrating sphere,"22 mm, 60 field of view MCT",75 mm,"double-sided, forward-backward",2048,32.0,4,4 cm-1,0.4 cm-1,Blackman-Harris 3-term,Open,512 points
C581088_IR_0.jdx,"o-PHENETIDINE, N-ACETYL-",4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1963/04/03,N-(2-ethoxyphenyl)acetamide,C10 H13 N O2,COBLENTZ NO. 05782,,COBLENTZ,cob5782,DOW KBr FOREPRISM-GRATING,"SOLUTION (10% CCl4 FOR 3800-1340, 10% CS2 FOR 1340-400 CM^-^1)",TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH I) FROM HARD COPY,1/CM,TRANSMITTANCE,1,1,1,3796,382,0.8899,3796,382,0.9989,0.0064,3415,(X++(Y..Y)),,382.0,3796.0,0.0064,0.9989,"0.011 CM, 0.011 CM",,,"BLAZED AT 3.5, 12.0, 20.0 MICRON AND CHANGED AT 5.0, 7.5, 14.9 MICRON",Wavenumbers (cm-1),% Transmission,,581-08-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5811881_IR_0.jdx,8-Carboxynaphthalene-1-carboxamide,4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 12 H 9 N O 3,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92934,549.9,3999.5,0.7306,3999.53,549.863,0.028323,0,1789,(X++(Y..Y)),,549.863,3999.5,0.0,0.028323,,,,,,,,5811-88-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C58138082_IR_0.jdx,Tridiphane,4.24,INFRARED SPECTRUM,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 10 H 7 Cl 5 O,,,MSDC-IR,,HP-GC/MS/IRD,gas,,,,1/CM,ABSORBANCE,1.0,2.03e-05,4.0,550.0,3846.0,0.007856,3846,550,0.203,0,825,(X++(Y..Y)),,550.0,3846.0,0.0,0.20299999999999999,,,,,,,,58138-08-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5813865_IR_0.jdx,m-Methoxybenzamide,4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 8 H 9 N O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,1.632,4000.7,549.759,0.030642,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.030642,,,,,,,,5813-86-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C58139110_IR_0.jdx,"Benzophenone, 2,3'-difluoro-,",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 13 H 8 F 2 O,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,7.9443e-05,4.0,450.0,3966.0,0.043932,3966,450,0.79443,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,0.7944300000000001,,,,,,,,58139-11-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5814051_IR_0.jdx,2-Chlorobenzhydrazide,4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 7 H 7 Cl N 2 O,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,9.47,4000.7,549.759,0.12656,0.0001184,1790,(X++(Y..Y)),,549.759,4000.7,0.0001184,0.12656,,,,,,,,5814-05-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5814062_IR_0.jdx,"2,4-Dichlorobenzhydrazide",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 7 H 6 Cl 2 N 2 O,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.929,549.8,4000.8,0.7872,4000.75,549.766,0.011342,0,1790,(X++(Y..Y)),,549.766,4000.8,0.0,0.011342000000000001,,,,,,,,5814-06-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C581408_IR_0.jdx,"2,3-Dimethylnaphthalene",4.24,INFRARED SPECTRUM,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 12 H 12,,,MSDC-IR,,HP-GC/MS/IRD,gas,,,,1/CM,ABSORBANCE,1.0,2.1e-06,4.0,550.0,3846.0,0.000103,3846,550,0.021,0,825,(X++(Y..Y)),,550.0,3846.0,0.0,0.020999999999999998,,,,,,,,581-40-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C58140_IR_0.jdx,PYRIMETHAMINE,4.24,INFRARED SPECTRUM,COBLENTZ III,,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1961/06/13,"5-(4-chlorophenyl)-6-ethyl-2,4-pyrimidinediamine 2,4-DIAMINO-5-(p-CHLOROPHENYL)-6-ETHYLPYRIMIDINE",C12 H13 Cl N4,COBLENTZ NO. 05180,,COBLENTZ,cob5180,PERKIN-ELMER 21 (GRATING),SOLID (1 mg / 200 mg KBr DISC),TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH I) FROM HARD COPY,1/CM,TRANSMITTANCE,1,1,1,4000,653,0.713,4000,653,0.8664,0.0489,3348,(X++(Y..Y)),,653.0,4000.0,0.0489,0.8664,0.055 CM (THICKNESS),233-234 C,,FILTER AT ABOUT 10 MICRONS,Wavenumbers (cm-1),Transmittance,,58-14-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C581420_IR_0.jdx,"2,6-Dimethylnaphthalene",4.24,INFRARED SPECTRUM,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 12 H 12,,,MSDC-IR,,HP-GC/MS/IRD,gas,,,,1/CM,ABSORBANCE,1.0,1e-06,4.0,550.0,3846.0,0.000216,3846,550,0.01,0,825,(X++(Y..Y)),,550.0,3846.0,0.0,0.01,,,,,,,,581-42-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C581420_IR_1.jdx,"2,6-DIMETHYLNAPHTHALENE",4.24,INFRARED SPECTRUM,COBLENTZ,ANDERSON PHYSICAL LABORATORY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,"Not specified, most likely prior to 1970",,C12 H12,COBLENTZ NO. 2592,,COBLENTZ,cob2592,"Not specified, most likely a prism, grating, or hybrid spectrometer.",SOLID (3.0% IN KBr PELLET),TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,0.93575,672.177,3984.73,0.891,3984.73,672.177,0.98,0.045,3541,(X++(Y..Y)),,672.177,3984.73,0.045,0.98,0.0355 CM THICK,,,,,,,581-42-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5814426_IR_0.jdx,3-(Benzylmethylamino)-1-propanol,4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1965/11/24,3-[benzyl(methyl)amino]-1-propanol,C11 H17 N O,COBLENTZ NO. 06080,,COBLENTZ,cob6080,DOW KBr FOREPRISM-GRATING,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1)",TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH I) FROM HARD COPY,1/CM,TRANSMITTANCE,1,1,1,3800,381,0.8773,3800,381,0.8773,0.0847,3420,(X++(Y..Y)),,381.0,3800.0,0.0847,0.8773,"0.011 CM, 0.010 CM",,132 C AT 4 mmHg,"BLAZED AT 3.5, 12.0, 20.0 MICRON AND CHANGED AT 5.0, 7.5, 14.9 MICRON",,,,5814-42-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C58184_IR_0.jdx,17(Alpha)-METHYL-Delta^4-ANDROSTEN-17-(Beta)-OL-3-ONE,4.24,INFRARED SPECTRUM,COBLENTZ III,THE SQUIBB INSTITUTE FOR MEDICAL RESEARCH,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1958/01/21,"17-hydroxy-17-methylandrost-4-en-3-one Androst-4-3n-3-one, 17Beta-hydroxy-17Alpha-methyl-,",C20 H30 O2,COBLENTZ NO. 5402,,COBLENTZ,cob5402,PERKIN-ELMER 21 (GRATING),SOLID (NUJOL MULL),,2,,1/CM,TRANSMITTANCE,1.0,1,,662,4000,0.8445,4000,662,0.9686,0.0765,3339,(X++(Y..Y)),,662.0,4000.0,0.0765,0.9686,,161-166 C,,,,,,58-18-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C581895_IR_0.jdx,"Naphthalene, 2-nitro-",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 10 H 7 N O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,7.5516e-05,4.0,450.0,3966.0,0.11939,3966,450,0.75516,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,0.75516,,,,,,,,581-89-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C581895_IR_1.jdx,2-Nitronaphthalene,4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1961/08/23,,C10 H7 N O2,COBLENTZ NO. 8548,,COBLENTZ,cob8548,DOW KBr FOREPRISM-GRATING,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-450 CM^-^1)",TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH I) FROM HARD COPY,1/CM,TRANSMITTANCE,1,1,1,3780,444,0.9224,3780,444,0.9595,0.0064,3337,(X++(Y..Y)),,444.0,3780.0,0.0064,0.9595,"0.011 CM, 0.011 CM",,,"BLAZED AT 3.5, 12.0, 20.0 MICRON AND CHANGED AT 5.0, 7.5, 14.9 MICRON",,,,581-89-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C581895_IR_2.jdx,2-Nitronaphthalene,4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1961/08/23,,C10 H7 N O2,COBLENTZ NO. 8549,,COBLENTZ,cob8549,DOW KBr FOREPRISM-GRATING,"SOLUTION (2% CCl4 FOR 3800-1330, 2% CS2 FOR 1330-450 CM^-^1)",TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH I) FROM HARD COPY,1/CM,TRANSMITTANCE,1,1,1,3788,440,0.8684,3788,440,0.9536,0.1044,3349,(X++(Y..Y)),,440.0,3788.0,0.1044,0.9536,"0.011 CM, 0.011 CM",,,"BLAZED AT 3.5, 12.0, 20.0 MICRON AND CHANGED AT 5.0, 7.5, 14.9 MICRON",,,,581-89-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C58196477_IR_0.jdx,3-(Cyclopropylamino)propionitrile,4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 6 H 10 N 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,3.3926,4000.7,549.759,0.0257426,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.0257426,,,,,,,,58196-47-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C581964_IR_0.jdx,2-Naphthylacetic acid,4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 12 H 10 O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,13.041,4000.7,549.759,0.061751,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.061751,,,,,,,,581-96-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C582161_IR_0.jdx,"2,7-Dimethylnaphthalene",4.24,INFRARED SPECTRUM,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 12 H 12,,,MSDC-IR,,HP-GC/MS/IRD,gas,,,,1/CM,ABSORBANCE,1.0,1.8e-06,4.0,550.0,3846.0,0.000974,3846,550,0.018,0,825,(X++(Y..Y)),,550.0,3846.0,0.0,0.018,,,,,,,,582-16-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C582161_IR_1.jdx,"2,7-dimethylnaphthalene",4.24,INFRARED SPECTRUM,COBLENTZ,,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,"Not specified, most likely prior to 1970",,C12 H12,COBLENTZ NO. 8005,,COBLENTZ,cob8005,"Not specified, most likely a prism, grating, or hybrid spectrometer.",,,,"(NO SPECTRUM, ONLY SCANNED IMAGE IS AVAILABLE)",,,,,,,,,,,,,0,,,,,,,,,,,,,,582-16-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C582172_IR_0.jdx,"2,7-NAPHTHALENEDIOL",4.24,INFRARED SPECTRUM,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,"Not specified, most likely prior to 1970",,C10 H8 O2,COBLENTZ NO. 1643,,COBLENTZ,cob1643,"Not specified, most likely a prism, grating, or hybrid spectrometer.",SOLID (MINERAL OIL MULL),TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY,MICROMETERS,TRANSMITTANCE,1.0,1,0.006809,2.048,16.0003,0.337,16.0003,2.048,0.996,0.081,2050,(X++(Y..Y)),,2.048,16.0003,0.081,0.996,,,,,,,,582-17-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C58220_IR_0.jdx,"4-ANDROSTEN-3-ONE, 17B-HYDROXY-",4.24,INFRARED SPECTRUM,COBLENTZ III,,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1963/04/14,17-hydroxyandrost-4-en-3-one TESTOSTERONE,C19 H28 O2,COBLENTZ NO. 05096,,COBLENTZ,cob5096,PERKIN-ELMER 21 (GRATING),"SOLUTION 1% (CS2 FOR 2-15 microns, AND C2Cl4 FOR 6.1-7.2 microns)",TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH I) FROM HARD COPY,1/CM,TRANSMITTANCE,1,1,1,4000,666,0.9796,4000,666,1.0338,0.0383,3335,(X++(Y..Y)),,666.0,4000.0,0.0383,1.0338,,155 C,,FILTER AT ABOUT 10 MICRONS,Wavenumbers (cm-1),Transmittance,,58-22-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C58220_IR_1.jdx,17Beta-HYDROXYANDROST-4-EN-3-ONE,4.24,INFRARED SPECTRUM,COBLENTZ III,"THE WORCESTER FOUNDATION FOR EXPERIMENTAL BIOLOGY, Neal L. McNiven",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1964/03/06,17-hydroxyandrost-4-en-3-one TESTOSTERONE,C19 H28 O2,COBLENTZ NO. 5450,,COBLENTZ,cob5450,BECKMAN IR-7,SOLID (KBr DISC),TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,0.730309,600.73,4018.58,0.588,4018.58,600.73,0.936,0.241,4681,(X++(Y..Y)),,600.73,4018.58,0.241,0.936,,,,,,,,58-22-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C582241_IR_0.jdx,2-Hydroxyacetophenone,4.24,INFRARED SPECTRUM,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 8 H 8 O 2,,,MSDC-IR,,HP-GC/MS/IRD,gas,,,,1/CM,ABSORBANCE,1.0,1.1e-06,4.0,550.0,3846.0,0.000625,3846,550,0.011,0,825,(X++(Y..Y)),,550.0,3846.0,0.0,0.011000000000000001,,,,,,,,582-24-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
